Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK
YI,"111, Inc.",8.56,110485589.2,12907195,2018,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/yi,NASDAQ,0001738906
PIH,"1347 Property Insurance Holdings, Inc.",5.74,34513265.36,,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pih,NASDAQ,0001591890
PIHPP,"1347 Property Insurance Holdings, Inc.",25.2499,17674930,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pihpp,NASDAQ,0001591890
TURN,180 Degree Capital Corp.,1.9598,60992037.2076,,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/turn,NASDAQ,0000893739
FLWS,"1-800 FLOWERS.COM, Inc.",18.46,1187307640.22,,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws,NASDAQ,0001084869
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.3727,45707630.5179,,2019,Finance,Banks,https://www.nasdaq.com/symbol/bcow,NASDAQ,0001751692
FCCY,1st Constitution Bancorp (NJ),18.75,161769525,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fccy,NASDAQ,0001141807
SRCE,1st Source Corporation,45.47,1167121822.91,,,Finance,Major Banks,https://www.nasdaq.com/symbol/srce,NASDAQ,0000034782
VNET,"21Vianet Group, Inc.",7.55,470198363.95,62277929,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet,NASDAQ,0001508475
TWOU,"2U, Inc.",39.52,2492874887.36,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twou,NASDAQ,0001459417
QFIN,"360 Finance, Inc.",16.27,50437000,3100000,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qfin,NASDAQ,0001741530
JOBS,"51job, Inc.",68.11,2431872249.59,35705069,2004,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs,NASDAQ,0001295484
JFK,8i Enterprises Acquisition Corp,9.86,56695000,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfk,NASDAQ,0001753648
JFKKR,8i Enterprises Acquisition Corp,0.1994,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkr,NASDAQ,0001753648
JFKKU,8i Enterprises Acquisition Corp,10.17,50850000,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkku,NASDAQ,0001753648
JFKKW,8i Enterprises Acquisition Corp,0.14,805000,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkw,NASDAQ,0001753648
EGHT,8x8 Inc,23.78,2289713563.48,,,Technology,EDP Services,https://www.nasdaq.com/symbol/eght,NASDAQ,0001023731
AAON,"AAON, Inc.",46.65,2431176925.65,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon,NASDAQ,0000824142
ABEO,Abeona Therapeutics Inc.,6.55,322011407.85,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo,NASDAQ,0000318306
ABEOW,Abeona Therapeutics Inc.,2.2,0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow,NASDAQ,0000318306
ABIL,Ability Inc.,1.255,10089021.555,,2014,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil,NASDAQ,0001652866
ABMD,"ABIOMED, Inc.",270.39,12201275474.31,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,NASDAQ,0000815094
AXAS,Abraxas Petroleum Corporation,1.05,176787430.05,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas,NASDAQ,0000867665
ACIU,AC Immune SA,5.03,339838534.99,,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu,NASDAQ,0001651625
ACIA,"Acacia Communications, Inc.",47.31,1920731167.71,,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia,NASDAQ,0001651235
ACTG,Acacia Research Corporation,3.13,156701199.53,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,NASDAQ,0000934549
ACHC,"Acadia Healthcare Company, Inc.",32.71,2893080043.08,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,NASDAQ,0001520697
ACAD,ACADIA Pharmaceuticals Inc.,25.96,3735186610.76,,1985,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,NASDAQ,0001070494
ACAM,Acamar Partners Acquisition Corp.,9.75,372417357,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acam,NASDAQ,0001759008
ACAMU,Acamar Partners Acquisition Corp.,10,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acamu,NASDAQ,0001759008
ACAMW,Acamar Partners Acquisition Corp.,1,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acamw,NASDAQ,0001759008
ACST,"Acasti Pharma, Inc.",0.88,68756805.92,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,NASDAQ,0001444192
AXDX,"Accelerate Diagnostics, Inc.",19.06,1038005484.34,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,NASDAQ,0000727207
ACCP,"Accelerated Pharma, Inc.",,0,,,,,https://www.nasdaq.com/symbol/accp,NASDAQ,0001630970
XLRN,Acceleron Pharma Inc.,42.06,2215962224.4,,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,NASDAQ,0001280600
ARAY,Accuray Incorporated,3.97,349455661.12,,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,NASDAQ,0001138723
ACRX,"AcelRx Pharmaceuticals, Inc.",2.74,216224825.8,,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,NASDAQ,0001427925
ACER,Acer Therapeutics Inc.,18.75,189138056.25,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,NASDAQ,0001069308
ACHV,"Achieve Life Sciences, Inc.",3.86,26502567,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,NASDAQ,0000949858
ACHN,"Achillion Pharmaceuticals, Inc.",2.84,393979925.84,,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,NASDAQ,0001070336
ACIW,"ACI Worldwide, Inc.",32.03,3541338943.67,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,NASDAQ,0000935036
ACRS,"Aclaris Therapeutics, Inc.",5.12,211314216.96,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,NASDAQ,0001557746
ACMR,"ACM Research, Inc.",18.09,291105293.04,,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,NASDAQ,0001680062
ACNB,ACNB Corporation,37.7,265773011.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,NASDAQ,0000715579
ACOR,"Acorda Therapeutics, Inc.",10.16,488691478.8,,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,NASDAQ,0001008848
ACTT,Act II Global Acquisition Corp.,9.7,291000000,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/actt,NASDAQ,0001753706
ACTTU,Act II Global Acquisition Corp.,10.0566,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acttu,NASDAQ,0001753706
ACTTW,Act II Global Acquisition Corp.,0.7,15225000,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/acttw,NASDAQ,0001753706
ATVI,"Activision Blizzard, Inc",42.29,32394424146.51,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,NASDAQ,0000718877
ADMS,"Adamas Pharmaceuticals, Inc.",4.99,137390722.89,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,NASDAQ,0001328143
ADMP,Adamis Pharmaceuticals Corporation,1.5,71163621,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,NASDAQ,0000887247
ADAP,Adaptimmune Therapeutics plc,3.67,294593821.32,80270796,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,NASDAQ,0001621227
ADUS,Addus HomeCare Corporation,69.55,916849690.9,,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,NASDAQ,0001468328
AEY,"ADDvantage Technologies Group, Inc.",1.3235,13713169.962,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,NASDAQ,0000874292
IOTS,Adesto Technologies Corporation,7.64,227061075.04,,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,NASDAQ,0001395848
ADIL,"Adial Pharmaceuticals, Inc",2.28,23300774.64,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,NASDAQ,0001513525
ADILW,"Adial Pharmaceuticals, Inc",0.36,0,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,NASDAQ,0001513525
ADMA,ADMA Biologics Inc,4.6,272861907.6,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,NASDAQ,0001368514
ADBE,Adobe Inc.,274.77,134074280608.11,,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,NASDAQ,0000796343
ADOM,"ADOMANI, Inc.",0.3519,25630121.6703,,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,NASDAQ,0001563568
ADTN,"ADTRAN, Inc.",16.32,780245360.64,,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,NASDAQ,0000926282
ADRO,"Aduro Biotech, Inc.",3.2,256136726.4,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,NASDAQ,0001435049
ADES,"Advanced Emissions Solutions, Inc.",11.7,218196774.9,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,NASDAQ,0001515156
AEIS,"Advanced Energy Industries, Inc.",50.38,1926318697.16,,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,NASDAQ,0000927003
AMD,"Advanced Micro Devices, Inc.",26.44,28596544836.12,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,NASDAQ,0000002488
ADXS,"Advaxis, Inc.",2.94,23540532.96,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,NASDAQ,0001100397
ADVM,"Adverum Biotechnologies, Inc.",9.22,584867187.18,,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,NASDAQ,0001501756
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,22.1,3315000,,,,,https://www.nasdaq.com/symbol/dwmc,NASDAQ,
DWSH,AdvisorShares Dorsey Wright Short ETF,26.24,15744000,,,,,https://www.nasdaq.com/symbol/dwsh,NASDAQ,
BKCH,AdvisorShares Sabretooth ETF,26.1,2610000,,,,,https://www.nasdaq.com/symbol/bkch,NASDAQ,
ACT,AdvisorShares Vice ETF,24.9401,13093552.5,,,,,https://www.nasdaq.com/symbol/act,NASDAQ,0000884629
ADYX,"Adynxx, Inc.",6.6074,38387348.7574,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/adyx,NASDAQ,0001427066
AEGN,Aegion Corp,14.77,462929168.1,,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,NASDAQ,0000353020
AGLE,"Aeglea BioTherapeutics, Inc.",6.82,196745426.46,,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,NASDAQ,0001636282
AEHR,Aehr Test Systems,1.69,38129854.36,,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,NASDAQ,0001040470
AMTX,"Aemetis, Inc",1.17,23839261.29,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,NASDAQ,0000738214
AERI,"Aerie Pharmaceuticals, Inc.",39.87,1830744041.58,,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,NASDAQ,0001337553
AVAV,"AeroVironment, Inc.",66.2,1584323622.2,,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,NASDAQ,0001368622
ARPO,"Aerpio Pharmaceuticals, Inc.",1.075,43632104.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,NASDAQ,0001422142
AEZS,AEterna Zentaris Inc.,3.14,50900238.38,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,NASDAQ,0001113423
AEMD,"Aethlon Medical, Inc.",0.374,7091228.87,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,NASDAQ,0000882291
GNMX,"Aevi Genomic Medicine, Inc.",0.203,13147677.046,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,NASDAQ,0001138776
AFMD,Affimed N.V.,3.1,193533328.6,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd,NASDAQ,0001608390
AGBAU,AGBA Acquisition Limited,10.03,42226300,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/agbau,NASDAQ,
AGEN,Agenus Inc.,2.86,383979493.04,,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,NASDAQ,0001098972
AGRX,"Agile Therapeutics, Inc.",1.33,58178417.43,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,NASDAQ,0001261249
AGYS,"Agilysys, Inc.",22.37,525583776.36,,,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,NASDAQ,0000078749
AGIO,"Agios Pharmaceuticals, Inc.",48.33,2837518723.89,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,NASDAQ,0001439222
AGMH,AGM Group Holdings Inc.,17.6,584602568,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh,NASDAQ,0001705402
AGNC,AGNC Investment Corp.,17.05,9145831488.2,,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,NASDAQ,0001423689
AGNCB,AGNC Investment Corp.,25.736,8976772312.552,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,NASDAQ,0001423689
AGNCM,AGNC Investment Corp.,25.17,0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncm,NASDAQ,0001423689
AGNCN,AGNC Investment Corp.,25.945,337285,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,NASDAQ,0001423689
AGFS,"AgroFresh Solutions, Inc.",2.52,129662147.16,,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,NASDAQ,0001592016
AGFSW,"AgroFresh Solutions, Inc.",0.03,0,,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,NASDAQ,0001592016
ALRN,"Aileron Therapeutics, Inc.",1.06,28316434.02,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,NASDAQ,0001420565
AIMT,"Aimmune Therapeutics, Inc.",20.26,1266096733.1,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,NASDAQ,0001631650
AIRT,"Air T, Inc.",27.125,54909978.375,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,NASDAQ,0000353184
ATSG,"Air Transport Services Group, Inc",21.97,1303852777.11,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,NASDAQ,0000894081
AIRG,"Airgain, Inc.",13.24,133214551.28,,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,NASDAQ,0001272842
AMCN,AirMedia Group Inc.,1.74,15721857,9035550,2007,Technology,Advertising,https://www.nasdaq.com/symbol/amcn,NASDAQ,0001413745
AITB,"AIT Therapeutics, Inc.",5.15,45986827.15,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aitb,NASDAQ,0001641631
AKAM,"Akamai Technologies, Inc.",77.89,12763244205.36,,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,NASDAQ,0001086222
AKTX,Akari Therapeutics Plc,2.3,36245971.4,15759118,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,NASDAQ,0001541157
AKCA,"Akcea Therapeutics, Inc.",21.2,1966732416.4,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,NASDAQ,0001662524
AKBA,"Akebia Therapeutics, Inc.",5.24,617599982.08,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,NASDAQ,0001517022
AKER,Akers Biosciences Inc.,0.65,8123510.2,,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,NASDAQ,0001321834
AKRX,"Akorn, Inc.",4.04,508435123.12,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,NASDAQ,0000003116
AKTS,"Akoustis Technologies, Inc.",6.96,209194116.96,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,NASDAQ,0001584754
ALRM,"Alarm.com Holdings, Inc.",59.46,2873870012.34,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,NASDAQ,0001459200
ALSK,"Alaska Communications Systems Group, Inc.",1.73,93047385.68,,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,NASDAQ,0001089511
ALAC,Alberton Acquisition Corporation,10.04,147485090,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alac,NASDAQ,0001748621
ALACR,Alberton Acquisition Corporation,0.22,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacr,NASDAQ,0001748621
ALACU,Alberton Acquisition Corporation,10.28,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacu,NASDAQ,0001748621
ALACW,Alberton Acquisition Corporation,0.0715,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacw,NASDAQ,
ALBO,"Albireo Pharma, Inc.",33.61,404641041.05,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,NASDAQ,0001322505
ABDC,Alcentra Capital Corp.,8.49,109313555.34,,,,,https://www.nasdaq.com/symbol/abdc,NASDAQ,0001578620
ALDR,"Alder BioPharmaceuticals, Inc.",11.06,920713025.54,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,NASDAQ,0001423824
ALDX,"Aldeyra Therapeutics, Inc.",7.33,201505738.83,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,NASDAQ,0001341235
ALEC,"Alector, Inc.",19.5,1342999944,,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec,NASDAQ,0001653087
ALXN,"Alexion Pharmaceuticals, Inc.",127.15,28511761760.1,,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,NASDAQ,0000899866
ALCO,"Alico, Inc.",25.78,192577399.18,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,NASDAQ,0000003545
ALIT,Alight Inc.,,0,,,,,https://www.nasdaq.com/symbol/alit,NASDAQ,0001753676
ALGN,"Align Technology, Inc.",311.47,24919123711.24,,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,NASDAQ,0001097149
ALIM,"Alimera Sciences, Inc.",0.8699,61763330.6005,,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,NASDAQ,0001267602
ALYA,Alithya Group inc.,2.98,144519546.16,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya,NASDAQ,0001734520
ALJJ,"ALJ Regional Holdings, Inc.",1.53,58180445.55,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,NASDAQ,0001103926
ALKS,Alkermes plc,23.95,3757862511.55,,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,NASDAQ,0001520262
ALLK,Allakos Inc.,44.35,1912539332.55,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,NASDAQ,0001564824
ABTX,"Allegiance Bancshares, Inc.",34.95,745885215.3,,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,NASDAQ,0001642081
ALGT,Allegiant Travel Company,141.96,2312097267.48,,2006,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,NASDAQ,0001362468
ALGR,Allegro Merger Corp.,10.01,190790600,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algr,NASDAQ,0001720025
ALGRR,Allegro Merger Corp.,0.26,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,NASDAQ,0001720025
ALGRU,Allegro Merger Corp.,10.47,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru,NASDAQ,0001720025
ALGRW,Allegro Merger Corp.,0.25,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,NASDAQ,0001720025
ALNA,"Allena Pharmaceuticals, Inc.",4.51,93880448.64,,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,NASDAQ,0001624658
ARLP,"Alliance Resource Partners, L.P.",17.39,2232722811.49,,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,NASDAQ,0001086600
LNT,Alliant Energy Corporation,48.72,11565855606.48,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,NASDAQ,0000352541
AHPI,"Allied Healthcare Products, Inc.",1.63,6542065.31,,1992,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,NASDAQ,0000874710
AMOT,"Allied Motion Technologies, Inc.",35.53,341339587.93,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,NASDAQ,0000046129
ALLO,"Allogene Therapeutics, Inc.",28.3,3439562756,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo,NASDAQ,0001737287
ALLT,Allot Ltd.,7.17,244044515.64,,2006,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt,NASDAQ,0001365767
MDRX,"Allscripts Healthcare Solutions, Inc.",10.19,1696004493.75,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,NASDAQ,0001124804
ALNY,"Alnylam Pharmaceuticals, Inc.",68.93,7343580107.54,,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,NASDAQ,0001178670
AOSL,Alpha and Omega Semiconductor Limited,9.13,221784243.56,,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl,NASDAQ,0001387467
GOOG,Alphabet Inc.,1133.47,786904536988.05,,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,NASDAQ,0001652044
GOOGL,Alphabet Inc.,1138.61,790472950197.15,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,NASDAQ,0001652044
SMCP,AlphaMark Actively Managed Small Cap ETF,23.07,23070023.07,,,,,https://www.nasdaq.com/symbol/smcp,NASDAQ,
ATEC,"Alphatec Holdings, Inc.",4.07,190709699.4,,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec,NASDAQ,0001350653
ALPN,"Alpine Immune Sciences, Inc.",4.8,89141534.4,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn,NASDAQ,0001626199
AMR,"Alta Mesa Resources, Inc.",0.123,46848125.733,,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,NASDAQ,0001690769
AMRWW,"Alta Mesa Resources, Inc.",0.0078,0,,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,NASDAQ,0001690769
AABA,Altaba Inc.,61.91,32162948669.06,,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,NASDAQ,0001011006
ALTR,Altair Engineering Inc.,37.32,1455923622.84,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,NASDAQ,0001701732
ATHE,Alterity Therapeutics Limited,1.4,9580435.2,6843168,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe,NASDAQ,0001131343
ALT,"Altimmune, Inc.",2.51,33761206.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,NASDAQ,0001326190
ASPS,Altisource Portfolio Solutions S.A.,22.35,363828855.6,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,NASDAQ,0001462418
AIMC,Altra Industrial Motion Corp.,33.31,2148316191.92,,2006,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,NASDAQ,0001374535
ALTM,Altus Midstream Company,5.03,1634394404.15,,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm,NASDAQ,0001692787
AMAG,"AMAG Pharmaceuticals, Inc.",10.24,345773455.36,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,NASDAQ,0000792977
AMAL,Amalgamated Bank,17.71,562674770.35,,2018,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,NASDAQ,0000919192
AMRN,Amarin Corporation plc,17.63,5685868753.7,322510990,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn,NASDAQ,0001120246
AMRK,"A-Mark Precious Metals, Inc.",13,91408850,,,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk,NASDAQ,0001591588
AMZN,"Amazon.com, Inc.",1823.28,897658680545.28,,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,NASDAQ,0001018724
AMBC,"Ambac Financial Group, Inc.",16.09,732425504.69,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc,NASDAQ,0000874501
AMBCW,"Ambac Financial Group, Inc.",7.4137,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,NASDAQ,0000874501
AMBA,"Ambarella, Inc.",38.24,1251747548.16,,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,NASDAQ,0001280263
AMCX,AMC Networks Inc.,54.46,3093920089.12,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,NASDAQ,0001514991
AMCI,AMCI Acquisition Corp.,9.86,271791846.56,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amci,NASDAQ,0001744494
AMCIU,AMCI Acquisition Corp.,10.2,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciu,NASDAQ,0001744494
AMCIW,AMCI Acquisition Corp.,0.36,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciw,NASDAQ,0001744494
DOX,Amdocs Limited,60.49,8408835880,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,NASDAQ,0001062579
AMED,Amedisys Inc,110.07,3527176419.36,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,NASDAQ,0000896262
UHAL,Amerco,389.34,7634096179.92,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,NASDAQ,0000004457
AMRH,"Ameri Holdings, Inc.",0.2982,15004734.5616,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,NASDAQ,0000890821
