"","Symbol","Name","LastSale","MarketCap","ADR.TSO","IPOyear","Sector","Industry","Summary.Quote","X.x","X.y","finance_site","website","description","keywords"
"1","AABA","Altaba Inc.","68.07",36494852601.21,"n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/aaba",NA,124,"https://finance.yahoo.com/quote/AABA","http://www.altaba.com","The Investor Relations website contains information about Altaba Inc.&#039;s business for stockholders, potential investors, and financial analysts.",NA
"2","AAL","American Airlines Group, Inc.","31.74",14119066550.1,"n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",NA,149,"https://finance.yahoo.com/quote/AAL","http://www.aa.com",NA,NA
"3","AAME","Atlantic American Corporation","2.33",46932360.52,"n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aame",NA,262,"https://finance.yahoo.com/quote/AAME","http://www.atlam.com",NA,NA
"4","AAOI","Applied Optoelectronics, Inc.","9.17",182846370.42,"n/a","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",NA,198,"https://finance.yahoo.com/quote/AAOI","http://www.ao-inc.com","AOI is a leading, vertically integrated manufacturer of high-speed optical lasers, components, transceivers, and video equipment, primarily for four networking end-markets: internet data center, cable television, or CATV, telecommunications, or telecom, and fiber-to-the-home, or FTTH. ",NA
"5","AAON","AAON, Inc.","45.91",2392611632.51,"n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aaon",NA,15,"https://finance.yahoo.com/quote/AAON","http://www.aaon.com","AAON is a world leader in creating comfortable and ","green, building, LEED, HVAC, heating, ventilation, cooling, "
"6","AAPL","Apple Inc.","189",869603175000,"n/a","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",NA,193,"https://finance.yahoo.com/quote/AAPL","http://www.apple.com","Discover the innovative world of Apple and shop everything iPhone, iPad, Apple Watch, Mac, and Apple TV, plus explore accessories, entertainment, and expert device support.",NA
"7","AAWW","Atlas Air Worldwide Holdings","39.9",1031483229,"n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",NA,267,"https://finance.yahoo.com/quote/AAWW","http://www.atlasair.com",NA,NA
"8","AAXN","Axon Enterprise, Inc.","68",4020665852,"n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aaxn",NA,306,"https://finance.yahoo.com/quote/AAXN","http://www.axon.com","IE=edge",NA
"9","ABCB","Ameris Bancorp","35.96",1711167711.64,"n/a","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/abcb",NA,163,"https://finance.yahoo.com/quote/ABCB","http://www.amerisbank.com","Welcome to Ameris Bank, a southeastern bank dedicated to the financial security and peace of mind of our communities. NASDAQ: ABCB",NA
"10","ABDC","Alcentra Capital Corp.","8.51",109571066.66,"n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abdc",NA,94,"https://finance.yahoo.com/quote/ABDC","http://www.alcentracapital.com",NA,NA
"11","ABEO","Abeona Therapeutics Inc.","7.44",365765629.68,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abeo",NA,16,"https://finance.yahoo.com/quote/ABEO","http://www.abeonatherapeutics.com",NA,NA
"12","ABEOW","Abeona Therapeutics Inc.","2.9911",0,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abeow",NA,17,"https://finance.yahoo.com/quote/ABEOW","http://www.abeonatherapeutics.com",NA,NA
"13","ABIL","Ability Inc.","1.3",10450779.3,"n/a","2014","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/abil",NA,18,"https://finance.yahoo.com/quote/ABIL","http://www.interceptors.com","Cellular &amp; Satellite interception capable of working from long and extra-long distances. Our interceptor systems are fully passive &amp; completely undetectable",NA
"14","ABIO","ARCA biopharma, Inc.","9.41",15916205.74,"n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/abio",NA,215,"https://finance.yahoo.com/quote/ABIO","http://arcabio.com",NA,NA
"15","ABMD","ABIOMED, Inc.","260.48",11753635132.8,"n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/abmd",NA,19,"https://finance.yahoo.com/quote/ABMD","http://www.abiomed.com","",""
"16","ABTX","Allegiance Bancshares, Inc.","34.99",746738875.06,"n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/abtx",NA,106,"https://finance.yahoo.com/quote/ABTX","http://www.allegiancebank.com","As a Houston bank, Allegiance Bank offers a full suite of business and personal banking solutions, including business loans, treasury management and more.",NA
"17","ABUS","Arbutus Biopharma Corporation","2.4",139234012.8,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abus",NA,213,"https://finance.yahoo.com/quote/ABUS","http://www.arbutusbio.com","Your description","Your keywords"
"18","ACAD","ACADIA Pharmaceuticals Inc.","25.03",3601375996.43,"n/a","1985","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acad",NA,25,"https://finance.yahoo.com/quote/ACAD","http://www.acadia-pharm.com","As a leader in developing and commercializing innovative therapies for central nervous system disorders we are committed to improving the lives of patients.",NA
"19","ACBI","Atlantic Capital Bancshares, Inc.","17.58",423753787.38,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acbi",NA,263,"https://finance.yahoo.com/quote/ACBI","http://www.atlanticcapitalbank.com","Bank in the Right Direction",NA
"20","ACER","Acer Therapeutics Inc.","19.12",192870380.56,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acer",NA,31,"https://finance.yahoo.com/quote/ACER","http://www.acertx.com","Rare Diseases - Acer Therapeutics , an orphan pharma company, is developing treatments for ehlers-danlos and maple syrup urine diseases.",NA
"21","ACGL","Arch Capital Group Ltd.","33.78",13640479257.36,"n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acgl",NA,218,"https://finance.yahoo.com/quote/ACGL","http://www.archcapgroup.com",NA,NA
"22","ACGLO","Arch Capital Group Ltd.","24.52",0,"n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglo",NA,219,"https://finance.yahoo.com/quote/ACGLO","http://www.archcapgroup.com",NA,NA
"23","ACGLP","Arch Capital Group Ltd.","23.54",0,"n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acglp",NA,220,"https://finance.yahoo.com/quote/ACGLP","http://www.archcapgroup.com",NA,NA
"24","ACHC","Acadia Healthcare Company, Inc.","32.92",2911653776.16,"n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/achc",NA,24,"https://finance.yahoo.com/quote/ACHC","http://www.acadiahealthcare.com","Acadia Healthcare provides a network of addiction, behavioral and mental health treatment facilities in the United States, United Kingdom and Puerto Rico. We offer specialized detox, inpatient, residential and outpatient programs for men, women and children of all ages.",NA
"25","ACHN","Achillion Pharmaceuticals, Inc.","3.06",424499497.56,"n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/achn",NA,33,"https://finance.yahoo.com/quote/ACHN","http://www.achillion.com","",NA
"26","ACHV","Achieve Life Sciences, Inc. ","3.49",23962165.5,"n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/achv",NA,32,"https://finance.yahoo.com/quote/ACHV","http://www.achievelifesciences.com",NA,NA
"27","ACIA","Acacia Communications, Inc.","49.02",1990155185.82,"n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/acia",NA,22,"https://finance.yahoo.com/quote/ACIA","http://www.acacia-inc.com","High-speed coherent optical interconnect products that transform communications networks, relied upon by network equipment providers, hyperscalers, service providers.",NA
"28","ACIU","AC Immune SA","5.09",343892274.97,"n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aciu",NA,21,"https://finance.yahoo.com/quote/ACIU","http://www.acimmune.com","AC Immune biopharmaceutical company developing innovative therapeutics with \'best in class\' potential against Alzheimer´s Disease and other conformational diseases along three axes: vaccines, antibodies and small molecules.","AC Immune, Alzheimer´s Disease, Biotech Company, Best in class therapeutics, Vaccine, Passive Immunization, Small molecule, Abeta, Anti-Abeta, Morphomer, Supraantigen, Medicines, Diagnostic, Conformational Disease, Clinical Development, AC Immune, Alzheimer´s Disease, Biotech Company, Best in class therapeutics, Vaccine, Passive Immunization, Small molecule, Abeta, Anti-Abeta, Morphomer, Supraantigen, Medicines, Diagnostic, Conformational Disease, Clinical Development"
"29","ACIW","ACI Worldwide, Inc.","31.42",3473895398.38,"n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aciw",NA,34,"https://finance.yahoo.com/quote/ACIW","http://www.aciworldwide.com","ACI Worldwide delivers electronic banking and payment solutions for more than 5,000 financial institutions, merchants, billers and processors around the world.",""
"30","ACLS","Axcelis Technologies, Inc.","16.5",543546036,"n/a","2000","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acls",NA,303,"https://finance.yahoo.com/quote/ACLS","http://www.axcelis.com","Axcelis Ion implantation systems, built on our next-gen Purion platform, delivers precision, purity, and productivity with the lowest cost of ownership.",NA
"31","ACMR","ACM Research, Inc.","19.24",309611157.44,"n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acmr",NA,36,"https://finance.yahoo.com/quote/ACMR","http://www.acmrcsh.com","Smarter megasonic wafer cleaning using exclusive Smart Megasonix™ technologies for damage-free cleaning for coming generations of advanced 2D and 3D devices",NA
"32","ACNB","ACNB Corporation","37.77",266266489.14,"n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acnb",NA,37,"https://finance.yahoo.com/quote/ACNB","http://www.acnb.com",NA,NA
"33","ACOR","Acorda Therapeutics, Inc.","11.02",530057096.1,"n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/acor",NA,38,"https://finance.yahoo.com/quote/ACOR","http://www.acorda.com","Acorda is a biotechnology company developing and commercializing neurology therapies for Parkinson’s disease, migraine and multiple sclerosis","biotechnology company multiple sclerosis ms spinal cord injury acorda therapeutics injuries biomedical engineering companies treatment drugs acute biopharmaceutical industry pharmaceuticals pharma drug therapy treatments therapies"
"34","ACRS","Aclaris Therapeutics, Inc.","5.64",232775817.12,"n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acrs",NA,35,"https://finance.yahoo.com/quote/ACRS","http://www.aclaristx.com",NA,NA
"35","ACRX","AcelRx Pharmaceuticals, Inc.","2.9",228851093,"n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acrx",NA,30,"https://finance.yahoo.com/quote/ACRX","http://www.acelrx.com","AcelRx Pharmaceuticals, Inc. is a specialty pharmaceutical company focused on the development and commercialization of innovative therapies for the treatment of acute pain.",NA
"36","ACST","Acasti Pharma, Inc.","0.8551",66811300.8434,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acst",NA,26,"https://finance.yahoo.com/quote/ACST","http://www.acastipharma.com","Acasti Pharma is a biopharmaceutical innovator advancing a potentially best-in-class cardiovascular drug, CaPre&reg; (omega-3 phospholipid), for the treatment of hypertriglyceridemia, a chronic condition affecting an estimated one third of the&#8230;",NA
"37","ACTG","Acacia Research Corporation","3.05",151527669.15,"n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/actg",NA,23,"https://finance.yahoo.com/quote/ACTG","http://www.acaciaresearch.com",NA,NA
"38","ADAP","Adaptimmune Therapeutics plc","3.67",294593821.32,"80270796","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adap",NA,42,"https://finance.yahoo.com/quote/ADAP","http://www.adaptimmune.com",NA,NA
"39","ADBE","Adobe Inc.","279.85",136553071398.55,"n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adbe",NA,48,"https://finance.yahoo.com/quote/ADBE","http://www.adobe.com","Adobe is changing the world through digital experiences. We help our customers create, deliver and optimize content and applications.",NA
"40","ADES","Advanced Emissions Solutions, Inc.","12.9",240575931.3,"n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ades",NA,52,"https://finance.yahoo.com/quote/ADES","http://www.advancedemissionssolutions.com",NA,NA
"41","ADI","Analog Devices, Inc.","100.83",37137132280.62,"n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/adi",NA,173,"https://finance.yahoo.com/quote/ADI","http://www.analog.com","Analog Devices is a global leader in the design and manufacturing of analog, mixed signal, and DSP integrated circuits to help solve the toughest engineering challenges.","analog devices, adi, digital signal processing, analog, dsp integrated circuits"
"42","ADIL","Adial Pharmaceuticals, Inc","2.26",23096381.88,"n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adil",NA,46,"https://finance.yahoo.com/quote/ADIL","http://www.adialpharma.com",NA,NA
"43","ADMA","ADMA Biologics Inc","4.03",186912633.18,"n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adma",NA,47,"https://finance.yahoo.com/quote/ADMA","http://www.admabiologics.com",NA,NA
"44","ADMP","Adamis Pharmaceuticals Corporation","1.9",90140586.6,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/admp",NA,41,"https://finance.yahoo.com/quote/ADMP","http://www.adamispharmaceuticals.com",NA,NA
"45","ADMS","Adamas Pharmaceuticals, Inc.","5.73",157765299.03,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adms",NA,40,"https://finance.yahoo.com/quote/ADMS","http://www.adamaspharma.com","Adamas Pharmaceuticals develops innovative treatments for chronic neurologic disorders",NA
"46","ADOM","ADOMANI, Inc.","0.3697",26926558.6289,"n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/adom",NA,49,"https://finance.yahoo.com/quote/ADOM","http://www.adomanielectric.com",NA,NA
"47","ADP","Automatic Data Processing, Inc.","161.72",70385110487.64,"n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/adp",NA,287,"https://finance.yahoo.com/quote/ADP","http://www.adp.com","ADP Official Site | Payroll, HR and Tax Services","ADP Official Site | Payroll, HR and Tax Services"
"48","ADRO","Aduro Biotech, Inc.","3.13",250533735.51,"n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adro",NA,51,"https://finance.yahoo.com/quote/ADRO","http://www.aduro.com",NA,NA
"49","ADSK","Autodesk, Inc.","174.33",38378015919.36,"n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adsk",NA,285,"https://finance.yahoo.com/quote/ADSK","http://www.autodesk.com","Autodesk builds software that helps people imagine, design, and make a better world. ","Autodesk"
"50","ADTN","ADTRAN, Inc.","16.19",774030170.88,"n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/adtn",NA,50,"https://finance.yahoo.com/quote/ADTN","http://www.adtran.com","We are a leading global provider of networking and communications equipment. Our products enable voice, data, video and Internet communications across a variety of network infrastructures. Our solutions are currently in use by service providers, private enterprises, government organizations and millions of individual users worldwide.","ADTRAN, Gigabit, Broadband, Cloud Connectivity, Fiber Optics, Wi-Fi, Network"
"51","ADUS","Addus HomeCare Corporation","69.93",921859078.14,"n/a","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/adus",NA,43,"https://finance.yahoo.com/quote/ADUS","http://www.addus.com","Addus HomeCare has been providing professional and reliable in-home care services for over 35 years. As one of the most trusted care giving agencies, we offer individual care planning and personal care assistance to elderly or disabled adults.","Home care, homecare, Medicaid, living independently, home safety, housekeeping, long term care, caregiving agencies, health care companies, personal care assistance, individual care planning"
"52","ADVM","Adverum Biotechnologies, Inc.","9.05",574083301.95,"n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/advm",NA,56,"https://finance.yahoo.com/quote/ADVM","http://www.adverum.com",NA,NA
"53","ADXS","Advaxis, Inc.","3.12",24981790.08,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adxs",NA,55,"https://finance.yahoo.com/quote/ADXS","http://www.advaxis.com","",NA
"54","ADYX","Adynxx, Inc.","6.88",39971086.88,"n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/adyx",NA,57,"https://finance.yahoo.com/quote/ADYX","http://www.adynxx.com",NA,NA
"55","AEGN","Aegion Corp","15.67",491137445.1,"n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/aegn",NA,58,"https://finance.yahoo.com/quote/AEGN","http://www.aegion.com","Aegion is a world leader in rehabilitating and strengthening pipelines and provides refinery maintenance services. Learn more.","CIPP"
"56","AEHR","Aehr Test Systems","1.58",35648029.52,"n/a","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/aehr",NA,60,"https://finance.yahoo.com/quote/AEHR","http://www.aehr.com","Aehr Test Systems is a worldwide provider of test systems for burning-in and testing logic, optical and memory integrated circuits worldwide.",NA
"57","AEIS","Advanced Energy Industries, Inc.","51.9",1984437085.8,"n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeis",NA,53,"https://finance.yahoo.com/quote/AEIS","http://www.advancedenergy.com","Advanced Energy is your global power solutions leader supplying high voltage power supplies, HVPS, power delivery systems, power control modules and more.",NA
"58","AEMD","Aethlon Medical, Inc.","0.4241",8041150.1705,"n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/aemd",NA,66,"https://finance.yahoo.com/quote/AEMD","http://www.aethlonmedical.com",NA,NA
"59","AERI","Aerie Pharmaceuticals, Inc.","39.06",1793550596.04,"n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/aeri",NA,62,"https://finance.yahoo.com/quote/AERI","http://www.aeriepharma.com",NA,NA
"60","AETI","American Electric Technologies, Inc.","0.6688",6223069.6352,"n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeti",NA,150,"https://finance.yahoo.com/quote/AETI","http://www.aeti.com",NA,NA
"61","AEY","ADDvantage Technologies Group, Inc.","1.34",13884131.28,"n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/aey",NA,44,"https://finance.yahoo.com/quote/AEY","http://www.addvantagetechnologies.com","If you are in the cable television (CATV) industry, you are looking for a source who can give you comprehensive product inventory, technical support, and lightning fast service....giving you the advantage.","&lt;meta name=&quot;google-site-verification&quot; content=&quot;xhMXnGYte4J_QI4P3oVqLsCO9Z4_B_TbwDMG_30_GtQ&quot; /&gt;"
"62","AEYE","AudioEye, Inc.","8.75",66870448.75,"n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aeye",NA,281,"https://finance.yahoo.com/quote/AEYE","http://www.audioeye.com","AudioEye is specializes in digital accessibility solutions ranging from managed service to self service, and somewhere in between. Request a demo today!",NA
"63","AEZS","AEterna Zentaris Inc.","3.17",51386546.39,"n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aezs",NA,65,"https://finance.yahoo.com/quote/AEZS","http://www.zentaris.com","",NA
"64","AFH","Atlas Financial Holdings, Inc.","0.9072",10829219.184,"n/a","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afh",NA,268,"https://finance.yahoo.com/quote/AFH","http://www.atlas-fin.com",NA,NA
"65","AFHBL","Atlas Financial Holdings, Inc.","10.4",0,"n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afhbl",NA,269,"https://finance.yahoo.com/quote/AFHBL","http://www.atlas-fin.com",NA,NA
"66","AFIN","American Finance Trust, Inc.","11.52",1223551077.12,"n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/afin",NA,151,"https://finance.yahoo.com/quote/AFIN","http://www.americanfinancetrust.com",NA,NA
"67","AFINP","American Finance Trust, Inc.","25.3",30360000,"n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/afinp",NA,152,"https://finance.yahoo.com/quote/AFINP","http://www.americanfinancetrust.com",NA,NA
"68","AFMD","Affimed N.V.","3.37",210389457.22,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/afmd",NA,68,"https://finance.yahoo.com/quote/AFMD","http://www.affimed.com","Breakthrough in cancer therapies: directing the immune system to eliminate tumor cells. Affimed creates novel therapeutic options for patients.",NA
"69","AGEN","Agenus Inc.","2.95",396062763.8,"n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agen",NA,69,"https://finance.yahoo.com/quote/AGEN","http://agenusbio.com",NA,NA
"70","AGFS","AgroFresh Solutions, Inc.","2.32",119371500.56,"n/a","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfs",NA,78,"https://finance.yahoo.com/quote/AGFS","http://www.agrofresh.com","AgroFresh offers unprecedented and pre-and post-harvest expertise to measureably reduce fruit waste from the orchard to the consumer.",NA
"71","AGIO","Agios Pharmaceuticals, Inc.","50.1",2941437783.3,"n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agio",NA,72,"https://finance.yahoo.com/quote/AGIO","http://www.agios.com",NA,NA
"72","AGLE","Aeglea BioTherapeutics, Inc.","6.48",186937003.44,"n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agle",NA,59,"https://finance.yahoo.com/quote/AGLE","http://www.aegleabio.com","Aeglea BioTherapeutics produces engineered human enzymes for cancer and rare genetic diseases. Click to find out more about our enzyme therapy research.",NA
"73","AGMH","AGM Group Holdings Inc.","14.68",487611687.4,"n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/agmh",NA,73,"https://finance.yahoo.com/quote/AGMH","http://www.agmprime.com",NA,NA
"74","AGNC","AGNC Investment Corp.","17.37",9317483457.48,"n/a","2008","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agnc",NA,74,"https://finance.yahoo.com/quote/AGNC","http://www.agnc.com",NA,NA
"75","AGNCB","AGNC Investment Corp.","25.41",8863062809.37,"n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncb",NA,75,"https://finance.yahoo.com/quote/AGNCB","http://www.agnc.com",NA,NA
"76","AGNCM","AGNC Investment Corp.","25.03",0,"n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncm",NA,76,"https://finance.yahoo.com/quote/AGNCM","http://www.agnc.com",NA,NA
"77","AGNCN","AGNC Investment Corp.","26.04",338520,"n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncn",NA,77,"https://finance.yahoo.com/quote/AGNCN","http://www.agnc.com",NA,NA
"78","AGRX","Agile Therapeutics, Inc.","1.41",61677871.11,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agrx",NA,70,"https://finance.yahoo.com/quote/AGRX","http://www.agiletherapeutics.com",NA,NA
"79","AGTC","Applied Genetic Technologies Corporation","3.82",69414404.2,"n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agtc",NA,196,"https://finance.yahoo.com/quote/AGTC","http://www.agtc.com",NA,NA
"80","AGYS","Agilysys, Inc.","21.32",501768694.44,"n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/agys",NA,71,"https://finance.yahoo.com/quote/AGYS","http://www.agilysys.com","Agilysys is the leading provider of hospitality software and solutions for hotels, resorts and restaurants to manage property, inventory and process payments. F...","hospitality solutions company, hospitality software, mobile management solutions, Agilysys"
"81","AHPI","Allied Healthcare Products, Inc.","1.5966",6408013.1742,"n/a","1992","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ahpi",NA,111,"https://finance.yahoo.com/quote/AHPI","http://www.alliedhpi.com",NA,NA
"82","AIHS","Senmiao Technology Limited","4",103517600,"n/a","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs",NA,2255,"https://finance.yahoo.com/quote/AIHS","http://www.ihongsen.com","爱鸿森是森淼公司（Nasdaq：AIHS）旗下的网贷平台，于2014年5月上线运营，于2017年3月上线银行资金存管系统。","爱鸿森,p2p投资,互联网金融,新网银行,资金存管,四川p2p平台，爱鸿森上市，爱鸿森美国上市"
"83","AIMC","Altra Industrial Motion Corp.","33.67",2171534259.44,"n/a","2006","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aimc",NA,129,"https://finance.yahoo.com/quote/AIMC","http://www.altramotion.com",NA,NA
"84","AIMT","Aimmune Therapeutics, Inc.","20.11",1256722867.85,"n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aimt",NA,80,"https://finance.yahoo.com/quote/AIMT","http://www.aimmune.com","Aimmune Therapeutics develops treatments to protect children with food allergies (peanut, milk, and egg) from the consequences of accidental exposure.",NA
"85","AINV","Apollo Investment Corporation","15.87",1092371013.24,"n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/ainv",NA,189,"https://finance.yahoo.com/quote/AINV","http://www.apolloic.com","Apollo Investment Corporation (NASDAQ: AINV), managed by Apollo Investment Management, provides investors access to attractive opportunities in privately-held, middle-market companies.",NA
"86","AIPT","Precision Therapeutics Inc.","0.63",18898404.21,"n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/aipt",NA,2029,"https://finance.yahoo.com/quote/AIPT","http://www.precisiontherapeutics.com",NA,NA
"87","AIRG","Airgain, Inc.","13.88",139653925.36,"n/a","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/airg",NA,83,"https://finance.yahoo.com/quote/AIRG","http://www.airgain.com",NA,NA
"88","AIRT","Air T, Inc.","27.5328",55735500.5568,"n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/airt",NA,81,"https://finance.yahoo.com/quote/AIRT","http://www.airt.net","AIR T, INC. (NASDAQ: AIRT) is an industrious American holding company. Established 38 years and growing. Organized as a portfolio of powerful companies generating cash.",NA
"89","AKAM","Akamai Technologies, Inc.","77.55",12707530981.2,"n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/akam",NA,84,"https://finance.yahoo.com/quote/AKAM","http://www.akamai.com","Akamai is the leading content delivery network (CDN) services provider for media and software delivery, and cloud security solutions.","content delivery network; cdn; content delivery; cloud platform solution; on-demand application access; Akamai cdn; Akamai content delivery network; cloud solution"
"90","AKBA","Akebia Therapeutics, Inc.","5.5",648244256,"n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akba",NA,87,"https://finance.yahoo.com/quote/AKBA","http://www.akebia.com","",""
"91","AKCA","Akcea Therapeutics, Inc.","20.68",1918491809.96,"n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akca",NA,86,"https://finance.yahoo.com/quote/AKCA","http://www.akceatx.com",NA,NA
"92","AKER","Akers Biosciences Inc.","0.741",9249686.628,"n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/aker",NA,88,"https://finance.yahoo.com/quote/AKER","http://www.akersbio.com","Akers Biosciences, Inc.",NA
