"","ticker","finance_site","website","description","keywords"
"21","ACIU","https://finance.yahoo.com/quote/ACIU","http://www.acimmune.com","AC Immune biopharmaceutical company developing innovative therapeutics with \'best in class\' potential against Alzheimer´s Disease and other conformational diseases along three axes: vaccines, antibodies and small molecules.","AC Immune, Alzheimer´s Disease, Biotech Company, Best in class therapeutics, Vaccine, Passive Immunization, Small molecule, Abeta, Anti-Abeta, Morphomer, Supraantigen, Medicines, Diagnostic, Conformational Disease, Clinical Development, AC Immune, Alzheimer´s Disease, Biotech Company, Best in class therapeutics, Vaccine, Passive Immunization, Small molecule, Abeta, Anti-Abeta, Morphomer, Supraantigen, Medicines, Diagnostic, Conformational Disease, Clinical Development"
"22","ACIA","https://finance.yahoo.com/quote/ACIA","http://www.acacia-inc.com","High-speed coherent optical interconnect products that transform communications networks, relied upon by network equipment providers, hyperscalers, service providers.",NA
"23","ACTG","https://finance.yahoo.com/quote/ACTG","http://www.acaciaresearch.com",NA,NA
"24","ACHC","https://finance.yahoo.com/quote/ACHC","http://www.acadiahealthcare.com","Acadia Healthcare provides a network of addiction, behavioral and mental health treatment facilities in the United States, United Kingdom and Puerto Rico. We offer specialized detox, inpatient, residential and outpatient programs for men, women and children of all ages.",NA
"25","ACAD","https://finance.yahoo.com/quote/ACAD","http://www.acadia-pharm.com","As a leader in developing and commercializing innovative therapies for central nervous system disorders we are committed to improving the lives of patients.",NA
"26","ACST","https://finance.yahoo.com/quote/ACST","http://www.acastipharma.com","Acasti Pharma is a biopharmaceutical innovator advancing a potentially best-in-class cardiovascular drug, CaPre&reg; (omega-3 phospholipid), for the treatment of hypertriglyceridemia, a chronic condition affecting an estimated one third of the&#8230;",NA
"27","AXDX","https://finance.yahoo.com/quote/AXDX","http://acceleratediagnostics.com","Fully automated antibiotic susceptibility results with MICs direct from positive blood cultures using the Accelerate Pheno™ System.",NA
"28","XLRN","https://finance.yahoo.com/quote/XLRN","http://www.acceleronpharma.com",NA,NA
"29","ARAY","https://finance.yahoo.com/quote/ARAY","http://www.accuray.com","Accuray technologies Innovates patient-first cancer treatment, empowering treatment teams around the world to transform the fight against cancer — improving clinical and economic outcomes through a singular focus on making cancer treatment as precise as possible for every patient.",NA
"30","ACRX","https://finance.yahoo.com/quote/ACRX","http://www.acelrx.com","AcelRx Pharmaceuticals, Inc. is a specialty pharmaceutical company focused on the development and commercialization of innovative therapies for the treatment of acute pain.",NA
"31","ACER","https://finance.yahoo.com/quote/ACER","http://www.acertx.com","Rare Diseases - Acer Therapeutics , an orphan pharma company, is developing treatments for ehlers-danlos and maple syrup urine diseases.",NA
"32","ACHV","https://finance.yahoo.com/quote/ACHV","http://www.achievelifesciences.com",NA,NA
"33","ACHN","https://finance.yahoo.com/quote/ACHN","http://www.achillion.com","",NA
"34","ACIW","https://finance.yahoo.com/quote/ACIW","http://www.aciworldwide.com","ACI Worldwide delivers electronic banking and payment solutions for more than 5,000 financial institutions, merchants, billers and processors around the world.",""
"35","ACRS","https://finance.yahoo.com/quote/ACRS","http://www.aclaristx.com",NA,NA
"36","ACMR","https://finance.yahoo.com/quote/ACMR","http://www.acmrcsh.com","Smarter megasonic wafer cleaning using exclusive Smart Megasonix™ technologies for damage-free cleaning for coming generations of advanced 2D and 3D devices",NA
"37","ACNB","https://finance.yahoo.com/quote/ACNB","http://www.acnb.com",NA,NA
"38","ACOR","https://finance.yahoo.com/quote/ACOR","http://www.acorda.com","Acorda is a biotechnology company developing and commercializing neurology therapies for Parkinson’s disease, migraine and multiple sclerosis","biotechnology company multiple sclerosis ms spinal cord injury acorda therapeutics injuries biomedical engineering companies treatment drugs acute biopharmaceutical industry pharmaceuticals pharma drug therapy treatments therapies"
"39","ATVI","https://finance.yahoo.com/quote/ATVI","http://www.activisionblizzard.com","Under the leadership of Bobby Kotick, Activision Blizzard has grown to become the world's largest and most profitable western interactive entertainment company. Activision Blizzard has created some of the most valuable and beloved entertainment franchises in the world, including Call of Duty, World of Warcraft, Skylanders, Destiny, Diablo and Guitar Hero.","Activision Blizzard, Bobby Kotick, Call of Duty, Activision Publishing, Blizzard Entertainment, Eric Hirshberg, Michael Morhaime, World of Warcraft, Skyanders, Video Games "
"40","ADMS","https://finance.yahoo.com/quote/ADMS","http://www.adamaspharma.com","Adamas Pharmaceuticals develops innovative treatments for chronic neurologic disorders",NA
"41","ADMP","https://finance.yahoo.com/quote/ADMP","http://www.adamispharmaceuticals.com",NA,NA
"42","ADAP","https://finance.yahoo.com/quote/ADAP","http://www.adaptimmune.com",NA,NA
"43","ADUS","https://finance.yahoo.com/quote/ADUS","http://www.addus.com","Addus HomeCare has been providing professional and reliable in-home care services for over 35 years. As one of the most trusted care giving agencies, we offer individual care planning and personal care assistance to elderly or disabled adults.","Home care, homecare, Medicaid, living independently, home safety, housekeeping, long term care, caregiving agencies, health care companies, personal care assistance, individual care planning"
"44","AEY","https://finance.yahoo.com/quote/AEY","http://www.addvantagetechnologies.com","If you are in the cable television (CATV) industry, you are looking for a source who can give you comprehensive product inventory, technical support, and lightning fast service....giving you the advantage.","&lt;meta name=&quot;google-site-verification&quot; content=&quot;xhMXnGYte4J_QI4P3oVqLsCO9Z4_B_TbwDMG_30_GtQ&quot; /&gt;"
"45","IOTS","https://finance.yahoo.com/quote/IOTS","http://www.adestotech.com",NA,NA
"46","ADIL","https://finance.yahoo.com/quote/ADIL","http://www.adialpharma.com",NA,NA
"47","ADMA","https://finance.yahoo.com/quote/ADMA","http://www.admabiologics.com",NA,NA
"48","ADBE","https://finance.yahoo.com/quote/ADBE","http://www.adobe.com","Adobe is changing the world through digital experiences. We help our customers create, deliver and optimize content and applications.",NA
"49","ADOM","https://finance.yahoo.com/quote/ADOM","http://www.adomanielectric.com",NA,NA
"50","ADTN","https://finance.yahoo.com/quote/ADTN","http://www.adtran.com","We are a leading global provider of networking and communications equipment. Our products enable voice, data, video and Internet communications across a variety of network infrastructures. Our solutions are currently in use by service providers, private enterprises, government organizations and millions of individual users worldwide.","ADTRAN, Gigabit, Broadband, Cloud Connectivity, Fiber Optics, Wi-Fi, Network"
"51","ADRO","https://finance.yahoo.com/quote/ADRO","http://www.aduro.com",NA,NA
"52","ADES","https://finance.yahoo.com/quote/ADES","http://www.advancedemissionssolutions.com",NA,NA
"53","AEIS","https://finance.yahoo.com/quote/AEIS","http://www.advancedenergy.com","Advanced Energy is your global power solutions leader supplying high voltage power supplies, HVPS, power delivery systems, power control modules and more.",NA
"54","AMD","https://finance.yahoo.com/quote/AMD","http://www.amd.com",NA,NA
"55","ADXS","https://finance.yahoo.com/quote/ADXS","http://www.advaxis.com","",NA
"56","ADVM","https://finance.yahoo.com/quote/ADVM","http://www.adverum.com",NA,NA
"57","ADYX","https://finance.yahoo.com/quote/ADYX","http://www.adynxx.com",NA,NA
"58","AEGN","https://finance.yahoo.com/quote/AEGN","http://www.aegion.com","Aegion is a world leader in rehabilitating and strengthening pipelines and provides refinery maintenance services. Learn more.","CIPP"
"59","AGLE","https://finance.yahoo.com/quote/AGLE","http://www.aegleabio.com","Aeglea BioTherapeutics produces engineered human enzymes for cancer and rare genetic diseases. Click to find out more about our enzyme therapy research.",NA
"60","AEHR","https://finance.yahoo.com/quote/AEHR","http://www.aehr.com","Aehr Test Systems is a worldwide provider of test systems for burning-in and testing logic, optical and memory integrated circuits worldwide.",NA
"61","AMTX","https://finance.yahoo.com/quote/AMTX","http://www.aemetis.com","Aemetis, Inc. is an industrial biotechnology company producing renewable chemicals and fuels using patented microbes and processes.",NA
"62","AERI","https://finance.yahoo.com/quote/AERI","http://www.aeriepharma.com",NA,NA
"63","AVAV","https://finance.yahoo.com/quote/AVAV","http://www.avinc.com",NA,NA
"64","ARPO","https://finance.yahoo.com/quote/ARPO","http://www.aerpio.com",NA,NA
"65","AEZS","https://finance.yahoo.com/quote/AEZS","http://www.zentaris.com","",NA
"66","AEMD","https://finance.yahoo.com/quote/AEMD","http://www.aethlonmedical.com",NA,NA
"67","GNMX","https://finance.yahoo.com/quote/GNMX","http://www.aevigenomics.com","Aevi Genomic Medicine is focused on translating genetic discoveries into novel therapies to improve the lives of children with life altering diseases.",NA
"68","AFMD","https://finance.yahoo.com/quote/AFMD","http://www.affimed.com","Breakthrough in cancer therapies: directing the immune system to eliminate tumor cells. Affimed creates novel therapeutic options for patients.",NA
"69","AGEN","https://finance.yahoo.com/quote/AGEN","http://agenusbio.com",NA,NA
"70","AGRX","https://finance.yahoo.com/quote/AGRX","http://www.agiletherapeutics.com",NA,NA
"71","AGYS","https://finance.yahoo.com/quote/AGYS","http://www.agilysys.com","Agilysys is the leading provider of hospitality software and solutions for hotels, resorts and restaurants to manage property, inventory and process payments. F...","hospitality solutions company, hospitality software, mobile management solutions, Agilysys"
"72","AGIO","https://finance.yahoo.com/quote/AGIO","http://www.agios.com",NA,NA
"73","AGMH","https://finance.yahoo.com/quote/AGMH","http://www.agmprime.com",NA,NA
"74","AGNC","https://finance.yahoo.com/quote/AGNC","http://www.agnc.com",NA,NA
"75","AGNCB","https://finance.yahoo.com/quote/AGNCB","http://www.agnc.com",NA,NA
"76","AGNCM","https://finance.yahoo.com/quote/AGNCM","http://www.agnc.com",NA,NA
"77","AGNCN","https://finance.yahoo.com/quote/AGNCN","http://www.agnc.com",NA,NA
"78","AGFS","https://finance.yahoo.com/quote/AGFS","http://www.agrofresh.com","AgroFresh offers unprecedented and pre-and post-harvest expertise to measureably reduce fruit waste from the orchard to the consumer.",NA
"79","ALRN","https://finance.yahoo.com/quote/ALRN","http://www.aileronrx.com","Aileron is the clinical-stage leader in the field of stapled peptide ",NA
"80","AIMT","https://finance.yahoo.com/quote/AIMT","http://www.aimmune.com","Aimmune Therapeutics develops treatments to protect children with food allergies (peanut, milk, and egg) from the consequences of accidental exposure.",NA
"81","AIRT","https://finance.yahoo.com/quote/AIRT","http://www.airt.net","AIR T, INC. (NASDAQ: AIRT) is an industrious American holding company. Established 38 years and growing. Organized as a portfolio of powerful companies generating cash.",NA
"82","ATSG","https://finance.yahoo.com/quote/ATSG","http://www.atsginc.com",NA,NA
"83","AIRG","https://finance.yahoo.com/quote/AIRG","http://www.airgain.com",NA,NA
"84","AKAM","https://finance.yahoo.com/quote/AKAM","http://www.akamai.com","Akamai is the leading content delivery network (CDN) services provider for media and software delivery, and cloud security solutions.","content delivery network; cdn; content delivery; cloud platform solution; on-demand application access; Akamai cdn; Akamai content delivery network; cloud solution"
"85","AKTX","https://finance.yahoo.com/quote/AKTX","http://www.akaritx.com","A Revolution in Treating Complement &amp; Orphan Diseases",NA
"86","AKCA","https://finance.yahoo.com/quote/AKCA","http://www.akceatx.com",NA,NA
"87","AKBA","https://finance.yahoo.com/quote/AKBA","http://www.akebia.com","",""
"88","AKER","https://finance.yahoo.com/quote/AKER","http://www.akersbio.com","Akers Biosciences, Inc.",NA
"89","AKRX","https://finance.yahoo.com/quote/AKRX","http://www.akorn.com",NA,NA
"90","AKTS","https://finance.yahoo.com/quote/AKTS","http://www.akoustis.com","Founded in 2014 by experienced industry leaders and scientists from University of California at Santa Barbara (UCSB) and Cornell University, Akoustis’ mission is to commercialize and manufacture its patented BulkONE® acoustic wave technology to address the critical frequency-selectivity requirements in today’s mobile smartphones – improving the efficiency and signal quality of Mobile Wireless devices and enabling The Internet of Things (IoT).",NA
"91","ALRM","https://finance.yahoo.com/quote/ALRM","http://www.alarm.com","Alarm.com’s Smart Home Security and solutions power millions of homes. 24/7 professional monitoring and smart home technology keep your home secure and under your control. ","smart home security,home automation,video monitoring,home alarms,energy management"
"92","ALSK","https://finance.yahoo.com/quote/ALSK","http://www.alaskacommunications.com","A trusted partner, Alaska Communications provides extensive, secure, and reliable IT Management Services & Business Solutions. Request your consultation now!","alaska, business, telecom, solutions,managed IT services, cloud-enabled, broadband, Internet, IT, data, networks, services, telephone, phones, carrier, wireline"
"93","ALBO","https://finance.yahoo.com/quote/ALBO","http://www.albireopharma.com","Albireo has a team of diverse specialists who are determined to improve the lives of people living with a wide range of liver diseases. Find out more.",NA
"94","ABDC","https://finance.yahoo.com/quote/ABDC","http://www.alcentracapital.com",NA,NA
"95","ALDR","https://finance.yahoo.com/quote/ALDR","http://www.alderbio.com",NA,NA
"96","ALDX","https://finance.yahoo.com/quote/ALDX","http://www.aldeyra.com","Aldeyra Therapeutics develops treatments for aldehyde toxicity-related diseases including Sjögren-Larsson Syndrome (SLS) and noninfectious anterior uveitis.",NA
"97","ALEC","https://finance.yahoo.com/quote/ALEC","http://alector.com","",NA
"98","ALXN","https://finance.yahoo.com/quote/ALXN","http://www.alexion.com",NA,NA
"99","ALCO","https://finance.yahoo.com/quote/ALCO","http://www.alicoinc.com","Alico, Inc. primarily operates two divisions: Alico Citrus, one of the nation's largest citrus producers, and Alico Water Resources and Other Operations, a leading water storage and environmental services division.",NA
"100","ALGN","https://finance.yahoo.com/quote/ALGN","http://www.aligntech.com",NA,NA
"101","ALIM","https://finance.yahoo.com/quote/ALIM","http://www.alimerasciences.com",NA,NA
"102","ALYA","https://finance.yahoo.com/quote/ALYA","http://www.alithya.com",NA,NA
"103","ALJJ","https://finance.yahoo.com/quote/ALJJ","http://www.aljregionalholdings.com",NA,NA
"104","ALKS","https://finance.yahoo.com/quote/ALKS","http://www.alkermes.com","Alkermes plc is a pharmaceutical manufacturing and biopharmaceutical company developing innovative medicines to help patients with serious chronic conditions.","biopharmaceutical company alkermes biotech companies stocks biotechnology biomedical engineering stock biopharmaceuticals pharmaceuticals careers pharma jobs corporation massachusetts ma manufacturing research technology pharmaceutical formulation"
"105","ALLK","https://finance.yahoo.com/quote/ALLK","http://www.allakos.com",NA,NA
"106","ABTX","https://finance.yahoo.com/quote/ABTX","http://www.allegiancebank.com","As a Houston bank, Allegiance Bank offers a full suite of business and personal banking solutions, including business loans, treasury management and more.",NA
"107","ALGT","https://finance.yahoo.com/quote/ALGT","http://www.allegiantair.com","Official Allegiant website, the only place to book Allegiant&#039;s low fares for flights to Las Vegas, Florida, and more. Buy your airline tickets direct and save.","cheap flights, cheap tickets, airline tickets, flight booking, airfare, plane ticket, car rentals, book hotel, flight status, vacation packages"
"108","ALNA","https://finance.yahoo.com/quote/ALNA","http://www.allenapharma.com",NA,NA
"109","ARLP","https://finance.yahoo.com/quote/ARLP","http://www.arlp.com",NA,NA
"110","LNT","https://finance.yahoo.com/quote/LNT","http://www.alliantenergy.com","We are proud to be a Midwest energy company that provides electric and natural gas services to our customers and communities throughout Iowa and Wisconsin.",NA
"111","AHPI","https://finance.yahoo.com/quote/AHPI","http://www.alliedhpi.com",NA,NA
"112","AMOT","https://finance.yahoo.com/quote/AMOT","http://www.alliedmotion.com","Allied Motion develops advanced motion control products for the aerospace and defense, automation and robotics, medical, and vehicle markets.",NA
"113","ALLO","https://finance.yahoo.com/quote/ALLO","http://www.allogene.com","Learn how Allogene Therapeutics is accelerating its expansive portfolio of allogeneic cell therapy platforms for cancer.",NA
"114","ALLT","https://finance.yahoo.com/quote/ALLT","http://www.allot.com","Allot is a leading, global provider of leading innovative network intelligence and security solutions for Communications Service Providers and Enterprises worldwide.",NA
"115","MDRX","https://finance.yahoo.com/quote/MDRX","http://www.allscripts.com","You are responsible for balancing the needs of a business full of financial and competitive pressures, without compromising the care of a human life.  Our purpose is to help make it all possible. Allscripts is not a “one-size-fits-all” healthcare IT partner. We adapt to your needs, building open, connected communities of health that can grow with you. When systems and information work together to flow seamlessly between hospitals, doctors, and patients, anything is possible.",NA
"116","ALNY","https://finance.yahoo.com/quote/ALNY","http://www.alnylam.com","Learn about Alnylam Pharmaceuticals, RNAi therapeutics, and the company&#039;s efforts in treating amyloidosis, hyperoxaluria, and porphyria.",NA
"117","AOSL","https://finance.yahoo.com/quote/AOSL","http://www.aosmd.com",NA,NA
"118","GOOG","https://finance.yahoo.com/quote/GOOG","http://www.abc.xyz","Alphabet Inc. is a holding company that gives ambitious projects the resources, freedom, and focus to make their ideas happen — and will be the parent company of Google, Nest, and other ventures. Alphabet supports and develops companies applying technology to the world’s biggest challenges.","Alphabet, Technology investment, Investment group, Holding company, Parent company, Google, Nest, Calico, Life Sciences, Health, Medical technology, Google X, Google Labs, X Labs, Ventures, Capital, Startups, Technology Innovation, Internet business, Information Technology"
"119","GOOGL","https://finance.yahoo.com/quote/GOOGL","http://www.abc.xyz","Alphabet Inc. is a holding company that gives ambitious projects the resources, freedom, and focus to make their ideas happen — and will be the parent company of Google, Nest, and other ventures. Alphabet supports and develops companies applying technology to the world’s biggest challenges.","Alphabet, Technology investment, Investment group, Holding company, Parent company, Google, Nest, Calico, Life Sciences, Health, Medical technology, Google X, Google Labs, X Labs, Ventures, Capital, Startups, Technology Innovation, Internet business, Information Technology"
"120","ATEC","https://finance.yahoo.com/quote/ATEC","http://www.atecspine.com","ATEC Spine spinal fusion technology. We improve lives by providing innovative spine surgery solutions through our relentless pursuit of superior outcomes.",NA
"121","ALPN","https://finance.yahoo.com/quote/ALPN","http://www.alpineimmunesciences.com","Alpine Immune Sciences creates modern therapies targeting the immune synapse to treat cancer and autoimmune disease.",NA
"122","AMR","https://finance.yahoo.com/quote/AMR","http://www.altamesa.net","Alta Mesa Holdings, LP is a privately held company engaged in onshore oil and natural gas acquisition, exploitation, exploration and production whose focus is to maximize the profitability of our assets in a safe and environmentally sound manner. ","oil, natural gas, exploration, Houston, safe"
"123","AMR","https://finance.yahoo.com/quote/AMR","http://www.altamesa.net","Alta Mesa Holdings, LP is a privately held company engaged in onshore oil and natural gas acquisition, exploitation, exploration and production whose focus is to maximize the profitability of our assets in a safe and environmentally sound manner.","oil, natural gas, exploration, Houston, safe"
"124","AABA","https://finance.yahoo.com/quote/AABA","http://www.altaba.com","The Investor Relations website contains information about Altaba Inc.&#039;s business for stockholders, potential investors, and financial analysts.",NA
"125","ALTR","https://finance.yahoo.com/quote/ALTR","http://www.altair.com",NA,NA
"126","ATHE","https://finance.yahoo.com/quote/ATHE","http://pranabio.com",NA,NA
"127","ALT","https://finance.yahoo.com/quote/ALT","http://www.altimmune.com",NA,NA
"128","ASPS","https://finance.yahoo.com/quote/ASPS","http://www.altisource.com","Servicer, Origination, Real Estate Investor, and Consumer Real Estate Solutions for mortgage and real estate professionals","altisource homes, financial services company, portfolio solutions, real estate solution, altisource, real estate solutions"
"129","AIMC","https://finance.yahoo.com/quote/AIMC","http://www.altramotion.com",NA,NA
"130","ALTM","https://finance.yahoo.com/quote/ALTM","http://www.altusmidstream.com","The Investor Relations website contains information about Altus Midstream Company&#039;s business for stockholders, potential investors, and financial analysts.",NA
"131","AMAG","https://finance.yahoo.com/quote/AMAG","http://www.amagpharma.com",NA,NA
"132","AMAL","https://finance.yahoo.com/quote/AMAL","http://www.amalgamatedbank.com","Welcome to America’s socially responsible bank: supporting forward-thinking organizations, companies and people and working to make the world more just, compassionate and sustainable.",NA
"133","AMRN","https://finance.yahoo.com/quote/AMRN","http://www.amarincorp.com","Amarin is a clinical stage biopharmaceutical company with a lead program in Phase 3 for hypertriglyceridemia.","Amarin, cardiovascular, Omega-3, hypertriglyceridemia, dyslipidemia, lipid science, research, development, drugs, central nervous system, Miraxion, AMR101, myasthenia gravis, EN101, cardiovascular, triglyceride lowering,  lipid, EPA, eicosapentaenoic acid, ethyl-EPA,"
"134","AMRK","https://finance.yahoo.com/quote/AMRK","http://www.amark.com",NA,NA
"135","AMZN","https://finance.yahoo.com/quote/AMZN","http://www.amazon.com","Online shopping from the earth's biggest selection of books, magazines, music, DVDs, videos, electronics, computers, software, apparel & accessories, shoes, jewelry, tools & hardware, housewares, furniture, sporting goods, beauty & personal care, broadband & dsl, gourmet food & just about anything else.","Amazon, Amazon.com, Books, Online Shopping, Book Store, Magazine, Subscription, Music, CDs, DVDs, Videos, Electronics, Video Games, Computers, Cell Phones, Toys, Games, Apparel, Accessories, Shoes, Jewelry, Watches, Office Products, Sports & Outdoors, Sporting Goods, Baby Products, Health, Personal Care, Beauty, Home, Garden, Bed & Bath, Furniture, Tools, Hardware, Vacuums, Outdoor Living, Automotive Parts, Pet Supplies, Broadband, DSL"
"136","AMBC","https://finance.yahoo.com/quote/AMBC","http://www.ambac.com",NA,NA
"137","AMBCW","https://finance.yahoo.com/quote/AMBCW","http://www.ambac.com",NA,NA
"138","AMBA","https://finance.yahoo.com/quote/AMBA","http://www.ambarella.com","Ambarella&#039;s advanced imaging solutions make cameras smarter by extracting valuable data from high-resolution video streams.",NA
"139","AMCX","https://finance.yahoo.com/quote/AMCX","http://www.amcnetworks.com","Dedicated to creating and distributing bold and inventive stories, AMC Networks owns and operates several of the most popular brands in television and film including AMC, BBC AMERICA, IFC, SundanceTV, WE tv, IFC Films, Sundance Now, Shudder, AMC Studios, and AMC Networks International.","AMC Networks Inc., AMC Networks, AMC, AMC On Demand, AMC HD, Filmcritic.com, Filmsite.org, IFC, The Independent Film Channel, IFC Free, Sundance Channel, Sundance Channel OnDemand, FullFrontalFashion.com, WE tv, WE tv On Demand, WE tv HD, WE Volunteer, GuySpeak.com, IFC Center, IFC Films, IFC Midnight, IFC Productions, Sundance Selects, AMC/Sundance Channel Global, AMC Networks Advertising Sales, AMC Networks Broadcasting & Technology, Charles Dolan, Josh Sapan, Joshua Sapan, Ed Carroll, Sean Sullivan, Sean S. Sullivan, Jamie Gallagher, John Giraldo, Bob Broussard, Charlie Collier, Jennifer Caserta, Sarah Barnett, Kim Martin, Jonathan Sehring, Arlene Manos, Paul Rehrig, Bruce Tuchman, television, TV, cable, cable television, cable programming, entertainment, film, programming, programmers, multiplatform, entertainment brands, film distribution, film production, film exhibition, video-on-demand, on demand, on-demand, VOD, SVOD, transactional on demand, HD, high definition, high-definition "
"140","AMCI","https://finance.yahoo.com/quote/AMCI","http://www.amciacquisition.com",NA,NA
"141","AMCIU","https://finance.yahoo.com/quote/AMCIU","http://www.amciacquisition.com",NA,NA
"142","DOX","https://finance.yahoo.com/quote/DOX","http://www.amdocs.com","Amdocs leading software, services provider to communications and media companies, providing innovative solutions, intelligent operations and delivery expertise.","Amdocs"
"143","AMED","https://finance.yahoo.com/quote/AMED","http://www.amedisys.com","Amedisys, Inc. is a leading provider of home health, hospice and personal care. We assist those who need help recovering from illness or injury, emotional and physical support and daily assistance in their homes.",NA
"144","UHAL","https://finance.yahoo.com/quote/UHAL","http://www.amerco.com","The parent company of U-Haul, AMERCO Real Estate Company, Republic Western Insurance Company and Oxford Life Insurance Company.",NA
"145","AMRH","https://finance.yahoo.com/quote/AMRH","http://www.ameri100.com","Ameri100 - Better and Faster Ameri100",NA
"146","AMRH","https://finance.yahoo.com/quote/AMRH","http://www.ameri100.com","Ameri100 provides innovative technology services for enterprises. The company specializes in the implementation of SAP and Google cloud solutions.",NA
"147","ATAX","https://finance.yahoo.com/quote/ATAX","http://www.ataxfund.com",NA,NA
"148","AMOV","https://finance.yahoo.com/quote/AMOV","http://www.americamovil.com",NA,NA
"149","AAL","https://finance.yahoo.com/quote/AAL","http://www.aa.com",NA,NA
"150","AETI","https://finance.yahoo.com/quote/AETI","http://www.aeti.com",NA,NA
"151","AFIN","https://finance.yahoo.com/quote/AFIN","http://www.americanfinancetrust.com",NA,NA
"152","AFINP","https://finance.yahoo.com/quote/AFINP","http://www.americanfinancetrust.com",NA,NA
"153","AMNB","https://finance.yahoo.com/quote/AMNB","http://www.amnb.com","AMNB Online","American National Bank, American, National, Bank, AMNB, Banking, Online Banking, Bank Danville, Danville, Virginia, VA, Bank Burlington, MidCarolina, MidCarolina Bank"
